,dates,headline,section_name,abstract,Format_date,Tag
3,2003-04-18T05:00:00+0000,China Cautions Officials Not to Hide SARS Cases,World,China's top leaders issued their strongest warning yet about severe acute respiratory syndrome and explicitly cautioned officials not to cover up the spread of the disease.,4/18/2003,
4,2003-05-31T05:00:00+0000,Asia's rich buy SARS 'immunity',World,"HONG KONG:—  As scientists scrutinize the behavior of the SARS virus, even a casual observer can see that the deadly respiratory disease affects the rich and famous differently than it affects others. ",5/31/2003,
5,2003-06-24T05:00:00+0000,"Beijing Effectively Beats SARS, W.H.O. Declares",World,The move signaled victory over the disease in the country where it originated and took the most lives.,6/24/2003,1
6,2003-04-24T05:00:00+0000,Quarantine Set in Beijing Areas to Fight SARS,World,"China shut down a major hospital in Beijing, sealing more than 2,000 health workers and patients inside the facility in an effort to combat the disease.",4/24/2003,
7,2003-04-22T05:00:00+0000,New Health Worry For China as SARS Hits the Hinterland,World,"Meng Chunying says she felt the beginnings of a nasty head cold on March 18. But Ms. Meng, an Air China flight attendant who often flew the Hong Kong-Beijing route, said she never made the connection with an outbreak of atypical pneumonia that she thought was under control.    A few days later, Ms. Meng, feeling listless and feverish, flew to Hohhot, the wind-swept capital of the Chinese region of Inner Mongolia, to see her family.  ",4/22/2003,
8,2003-04-20T05:00:00+0000,China Admits Much Higher Number of SARS Cases,World,"The Chinese government's rare, blunt and very public admission of failure if not deception came as it fired the health minister and the mayor of Beijing.",4/20/2003,
9,2003-04-18T05:00:00+0000,China Cautions Officials Not to Hide SARS Cases,World,China's top leaders issued their strongest warning yet about severe acute respiratory syndrome and explicitly cautioned officials not to cover up the spread of the disease.,4/18/2003,
0,2003-04-01T05:00:00+0000,"As SARS rages, Hong Kong orders a quarantine",World,HONG KONG:—  The police locked more than 200 residents into their housing block Monday in Hong Kong as the government imposed drastic measures to combat the fast-spreading outbreak of a deadly atypical pneumonia. ,4/1/2003,
1,2003-04-20T05:00:00+0000,"Health Officials Wield a Big Stick, Carefully, Against SARS",World,"''Public health generally doesn't go swinging the heavy hand of the law,'' Dr. Colin D'Cunha, the chief medical officer of Ontario, said recently, after asking an estimated 10,000 Canadians to put themselves in voluntary quarantine to stop the spread of severe acute respiratory syndrome, or SARS. ''By nature, we're not police persons. We believe in being reasonable. But we'll take steps if we need to.''    Despite his mild words, extraordinary powers are available to Dr. D'Cunha, as they are to public health officials around the world. The authority to declare quarantines to stop the spread of disease is no less sweeping today than it was for Dr. Cyrus Hudson, the New York City health commissioner during the cholera outbreak of 1892, who told a Congressional committee, ''If we see fit, we may take possession of the City Hall forcibly and turn it into a contagious-disease hospital.''  ",4/20/2003,
2,2003-06-24T05:00:00+0000,WHO lifts Hong Kong from list of SARS areas,World,"HONG KONG:—  The World Health Organization on Monday removed Hong Kong from the list of SARS-infected areas, marking the end of a four-month crisis during which the deadly respiratory disease spread around the world. ",6/24/2003,
3,2003-04-12T05:00:00+0000,"Battling the spread of SARS, Asian nations escalate travel restrictions",World,"HONG KONG:—  Asian nations battling the spread of a killer disease across land, sea and air borders imposed dramatic new restrictions Friday on all travelers suspected of infection. ",4/12/2003,
4,2003-05-28T05:00:00+0000,Nothing like deaths to sell life insurance : Some manage to profit by SARS,World,HONG KONG:—  Companies across Asia have created or adapted products to turn a profit from the SARS outbreak. ,5/28/2003,
5,2003-05-30T05:00:00+0000,"The rich have fled, wrapped in luxury : Asia's wealthy buy protection from SARS",World,"HONG KONG:—  As scientists scrutinize the behavior of the SARS virus, even a casual observer can see that the deadly respiratory disease affects the rich and famous differently than it affects others. ",5/30/2003,
6,2003-05-12T05:00:00+0000,"Viruses seem to attack cells in the same fashion, expert says : AIDS offers a clue in SARS fight",World,"HONG KONG:—  The SARS virus appears to attack human cells in the same way that the AIDS virus does, which may give scientists clues about how to treat the respiratory disease, a leading AIDS researcher said Sunday. ",5/12/2003,
7,2003-04-22T05:00:00+0000,"Death Rate From Virus More Than Doubles, Varying Sharply by Country",World,"The death rate from severe acute respiratory syndrome has more than doubled, to 5.6 percent, since the epidemic was first detected in mid-March, causing deep concern among health officials.    Although the overall death rate, according to World Health Organization statistics, has hovered around 4 percent in the last three weeks, it has varied widely among the 26 countries, plus Hong Kong, with cases of the disease, known as SARS.  ",4/22/2003,
8,2003-04-26T05:00:00+0000,"In Hong Kong, even your friends keep their distance : Close encounters with a virus",World,HONG KONG—  Nothing kills your social life in Hong Kong these days quite like telling people you report on SARS. ,4/26/2003,
9,2003-07-03T05:00:00+0000,World Briefing: Americas,World,CANADA: Sars All-Clear; MEXICO: Ex-Minister Questioned In '71 Massacre;.,7/3/2003,
0,2003-07-21T05:00:00+0000,New W.H.O. Chief Plans Training Program to Fight Epidemics,World,"Dr Jong Wook Lee, incoming director general of World Health Orgn, announces plans to train cadre of young epidemiologists to battle outbreaks like SARS, emulating program that has long helped United States play leadership role in public health; says new program will be modeled after Epidemic Intelligence Service, which has been backbone of Centers for Disease Control and Prevention; creating similar program will be bold step for WHO, which has traditionally focused more on convening independent experts for technical reviews and providing advice to countries than serving as rapid-response, action-oriented organization like CDA; photo (M)",7/21/2003,1
1,2003-04-30T05:00:00+0000,Threat to China's Elite,World,Report on SARS as threat to China's Communist party elite noted,4/30/2003,
2,2003-03-29T05:00:00+0000,World's airports step up measures to fight virus,World,"HONG KONG:—  Battling to contain a mysterious and fast-spreading pneumonia that has killed more than 50 people, Hong Kong on Friday issued an urgent appeal for all persons who had traveled aboard two flights that carried infected passengers to report to health authorities immediately. ",3/29/2003,
3,2003-05-15T05:00:00+0000,World Briefing: Asia,World,CHINA: 63 Killed In Mine Explosion; JAPAN: Police Search Sect'S Buildings; HONG KONG: Leader Criticized Over Sars; INDONESIA: New Deadline For Aceh Rebels;.,5/15/2003,
4,2003-05-31T05:00:00+0000,Psychiatrists Rebuke China For Blocking Inspection Visit,World,"World Psychiatric Assn calls on China to fulfill its promise to let international experts examine charges that psychiatry has been misused; China has agreed to cooperate, but ground rules for visit have not been determined; China's psychatric practices have been criticized in recent years since hundreds of members of Falun Gong movement were declared delusional and were forcibly hospitalized (M)",5/31/2003,
5,2003-07-10T05:00:00+0000,Hong Kong Bombshell for Beijing,World,"News analysis of Chinese government's uncharacteristic silence on political protests in Hong Kong over proposed subversion laws; it is unclear how hard Beijing pushed for these laws, or whether Chinese leaders played direct role in sudden decision by Hong Kong's chief executive Tung Chee-hwa to postpone vote in face of sure defeat; Chinese leaders are anxious to sustain notion that Hong Kong enjoys autonomy over its internal affairs; if anti-Tung movement gains enough force, Beijing's leaders may face unpleasant choice between allowing mass movement to usurp their plans for Hong Kong, or pulling strings on island far more openly than they want to (M)",7/10/2003,
6,2003-04-01T05:00:00+0000,More Countries Report Suspected Cases of Mystery Virus,World,A series of countries around the world reported their first suspected cases of a highly infectious form of pneumonia today.,4/1/2003,
7,2003-05-05T05:00:00+0000,China's 2 Top Leaders Comfort Kin of 70 Lost on Submarine,World,"In another step toward official candor, the television news tonight showed the country's two top leaders comforting several relatives of the 70 men who died in a mysterious submarine accident.",5/5/2003,
8,2003-05-06T05:00:00+0000,Two Top Chinese Officials Comfort Families of Submarine Victims,World,"China's television news shows top leaders Jiang Zemin and Hu Jintao comforting several relatives of 70 men who died in mysterious submarine accident; two are also shown touring submarine, which was towed to its home part after accident in Yellow Sea; when and how crew members died, and how vessel was so easily salvaged, have not been disclosed; defense experts in China and abroad are surprised that accident was revealed at all (M)",5/6/2003,
9,2003-07-30T05:00:00+0000,Safeguards On Polio Virus Are Sought,World,"WHO, aiming to eradicate polio by 2005, focuses on locating stocks of virus and encouraging labs to tighten controls; Drs Jong Wook Lee and David L Heymann explain plans (S)",7/30/2003,
0,2003-05-03T05:00:00+0000,China Reports 70 Sailors Die in Submarine Accident in Yellow Sea,World,Seventy Chinese sailors perish in accident aboard diesel-powered submarine on training mission in Yellow Sea; official New China News Agency does not say when or how disaster occurred; map (M),5/3/2003,
1,2003-05-02T05:00:00+0000,70 Chinese Sailors Reported Killed in Submarine Accident,World,Seventy Chinese sailors aboard a diesel-powered submarine were reported to have perished in a training-mission accident in the Yellow Sea.,5/2/2003,
2,2003-06-30T05:00:00+0000,"With Unrest Rising, Hong Kong and China Conclude an Agreement to Liberalize Trade",World,Hong Kong and mainland China complete broad free-trade pact that provides greater access to Chinese market for Hong Kong businesses; agreement goes beyond market opening that China pledged when it joined World Trade Organization in November 2001; comes amid widespread anger in Hong Kong about perisistent economic problems and insular political system and as it braces for huge antigovernment protest on sixth anniversary of handover to Chinese rule; photo (M),6/30/2003,
3,2003-06-13T05:00:00+0000,Hong Kong Says China Trade Pact Will Comply With W.T.O.,World,A senior official refused today to rule out the possibility that some provisions might favor companies with roots in Hong Kong.,6/13/2003,
4,2003-06-11T05:00:00+0000,Jailed Religious Leader in China in Poor Health,World,"Pastor Gong Shengliang has severe health problems as a result of beatings and mistreatment in prison, according to relatives and supporters.",6/11/2003,
5,2003-06-29T05:00:00+0000,China and Hong Kong Finalize Trade Agreement,World,The governments concluded a broad free-trade agreement providing greater access to the Chinese market for Hong Kong businesses.,6/29/2003,
6,2003-05-06T05:00:00+0000,U.S. and Singapore Sign Free Trade Pact,World,The agreement is the first the president has signed since Congress granted him trade promotion authority last summer and the largest since the North American Free Trade Agreement.,5/6/2003,
7,2003-04-24T05:00:00+0000,World Briefing: Europe,World,TURKEY: Head Scarf Dispute; RUSSIA: Arrest In Legislator'S Killing; BELGIUM: Spread Of Bird Flu Feared; FRANCE: Arrests In Luggage Thefts; IRELAND: Special Olympics Are On;.,4/24/2003,
8,2003-06-12T05:00:00+0000,"Jailed Chinese Pastor Is Suffering After Beatings, His Relatives Say",World,"Pastor Gong Shengliang, jailed leader of outlawed evangelical Christian sect in China, is said to have severe health problems as result of beatings and mistreatment in prison; his relatives say informant inside prison in Hubei Province told them that he was beaten when he resisted daily brainwashing sessions; say they have not been allowed to visit him since Apr; prison officials refuse to speak about Gong in particular but they hotly deny that any prisoners have been beaten or have untreated health problems; Gong's death sentence was reduced to life in prison after global outcry (M)",6/12/2003,
9,2003-07-03T05:00:00+0000,"Khieu Ponnary, 83, First Wife Of Pol Pot, Cambodian Despot",World,"Khieu Ponnary, quiet Cambodian intellectual who was first wife of Khmer Rouge leader Pol Pot and prominent member of movement in its early days, dies at age 83; photo (M)",7/3/2003,
0,2003-03-28T05:00:00+0000,Hong Kong closes its schools to curb outbreak,World,"HONG KONG:—  Faced with an increased infection rate of a mysterious killer pneumonia, Hong Kong closed schools for 1 million students Thursday and imposed a quarantine on more than a thousand residents. ",3/28/2003,
1,2003-05-26T05:00:00+0000,"Beijing Journal; Sadly, There Goes the Neighborhood. There's No Stopping 'Urban Renewal.'",World,"Residents of Beijing's Nanyingfang neighborhood, poor enclave near city's center that is to be razed to make way for luxury offices, apartments and malls, know that 'urban renewal' altering city landscape is unstoppable; worry about their compensation, where they will find new homes, and changesin social texture of their lives; photos (M)",5/26/2003,
2,2003-07-21T05:00:00+0000,"Hong Kong Stirs, and Its Neighbors on the Mainland Take Note",World,"Chinese officials are concerned that Hong Kong's peaceful and at least partly effective street demonstrations could prod bolder action by mainland China's many discontented groups, especially in adjacent Chinese province of Guangdong; map (M)",7/21/2003,
3,2003-04-10T05:00:00+0000,World Briefing: Asia,World,SINGAPORE: Church Suspends Confessions; ARMENIA: President Sworn In Amid Protests; VIETNAM: Smuggled Animals Burned; INDIA: Planning For Retirement;.,4/10/2003,
4,2003-07-10T05:00:00+0000,Hong Kong Protesters Demand Free Elections,World,"Tens of thousands of demonstrators gather in front of Hong Kong legislature building to call for free elections and resignation of chief executive Tung Chee-hwa; speakers call for all of Hong Kong's lawmakers to be elected by popular vote; Beijing has shown no interest in letting people of Hong Kong play greater role in choosing their leaders; Hong Kong's Basic Law, closest thing it has to constitution, calls vaguely for government to seek more democratic means of choosing chief executive in 2007 and Legislative Council members in 2008; photo (M)",7/10/2003,
5,2003-04-22T05:00:00+0000,Opposition Figures Team Up To Take On Taiwan President,World,"The leaders of Taiwan's two main opposition parties, which together have outpolled the current party in power in recent elections, have agreed to run together on a single ticket in next year's presidential election.    The agreement, between Lien Chan of the Nationalist Party and James Soong of the People First Party, comes after years of personal rivalry. The decision by Mr. Soong to seek the vice presidency as Mr. Lien's running mate, instead of running again for the presidency, gives the two men a strong chance of beating President Chen Shui-bian when he seeks re-election in March, political analysts here said.  ",4/22/2003,
6,2003-07-02T05:00:00+0000,Security Laws Target of Huge Hong Kong Protest,World,"Immense crowd marches through downtown Hong Kong to protest government plans to impose stringent internal-security laws as required under handover to China; portions of legislation are less draconian than British colonial regulations, but they were seldom enforced, and demonstrators fear loss of civil liberties under Chinese control; estimated 500,000 marchers fill route of nearly three miles through Victoria Park and canyon of skyscrapers; photos; proposal to allow banning of any organization with outside links alarms Roman Catholic and Protestant churches and draws criticism from US, Britain and European Union (M)",7/2/2003,
7,2003-07-18T05:00:00+0000,"Bending to Protests, Hong Kong Leader Will Revisit Security Bill",World,"Hong Kong's chief executive Tung Chee-hwa says he will begin another round of public consultation over controversial internal-security bill; stops short of saying he would accept changes to it, but new round of consultation could push final vote on bill well into autumn, perhaps later, allowing tempers to cool after three large protest rallies this month; announcement follows resignation of Regina Ip and Antony Leung, two top officials with close ties to top Communist officials in Beijing; Tung says he is determined not to step down himself; he will fly to Beijing July 19 for talks with China's rulers; his latest stance would make it more difficult for Beijing to remove him without looking as though it is meddling in politics of Hong Kong and backing down in face of public pressures there (M)",7/18/2003,
8,2003-05-05T05:00:00+0000,China Said to Take 2 Weeks To Disclose Sub Disaster,World,"Chinese naval officer speaking on condition of anonymity says submarine accident that government said killed 70 crew members occurred Apr 16, more than two weeks before it was officially disclosed; says catastrophe may have resulted from malfunction in craft's diesel engines that sucked oxygen from interior during descent; accident was first disclosed to public by state news media on May 2; announcement cited 'mechanical failure' but did not describe nature of failure, when it happened or submarine's home port; foreign experts are surprised accident was publicized at all by China's secretive military (M)",5/5/2003,
9,2003-05-04T05:00:00+0000,"Engine Trouble Suspected in China Submarine Disaster, Newspaper Says",World,"The Chinese submarine accident that killed 70 crew members occurred more than two weeks before it was officially revealed, a naval officer has been reported as saying.",5/4/2003,
0,2003-06-06T05:00:00+0000,Ubud Journal; Bomb That Killed 202 Goes On Destroying Lives,World,"Bali, Indonesia, is being hurt by dearth of tourists following car bombing of nightclub there that killed 202 people eight months ago; tourism-related income of many residents and businesses has all but vanished; hotels and restaurants of Ubud, once choice tourist spot in Bali, are now mostly empty; photos; map (M)",6/6/2003,
1,2003-05-23T05:00:00+0000,Canada Quarantines Six More Ranches in Mad Cow Case,World,"Canadian agricultural officials tracing trail of single cow found to be infected with mad cow disease quarantine six more cattle ranches across two northern prairie provinces where she and her offspring had lived, in effort to stem mounting economic damage; Canadian leaders and health authorities express confidence that first outbreak of disease in Canada in decade is limited event; they cannot answer where cow was born and where, how and when it contracted disease; infected cow, last owned by rancher in Wanham, Alberta, may have been sick when it was purchased three years ago; photos; map (M)",5/23/2003,
2,2003-04-17T05:00:00+0000,Waratah Journal; Former Nowhere Is Suddenly a Haven From It All,World,"Tasmania, Australia's southernmost state, may be one of world's best kept secrets; nearly half the island is protected as natural park; it is uncrowded, and for last decade it has been losing population; now it is being seen as perhaps distant safe haven in wake of Sept 11 terrorism, war and now SARS; 26 abandoned properties in tiny Waratah, Tasmania, quickly sold on basis of tiny ad in newspapers and on Internet; photos; map (M)",4/17/2003,
3,2003-07-02T05:00:00+0000,China's Leader Gives No Sign of Changes to Come,World,Pres Hu Jintao says in major address that 'foremost political duty' of China's leaders is to carry out ideological theories of former Pres Jiang Zemin; tells meeting on Communist Party's 82nd anniversary that members must rededicate themselves to helping urban and rural poor; photo (M),7/2/2003,
4,2003-07-01T05:00:00+0000,Chinese Leader's Speech Disappoints Reformers,World,"President Hu Jintao said in a major address today that the ""foremost political duty"" of China's leaders was carrying out the ideological theories of his predecessor.",7/1/2003,
5,2003-04-06T05:00:00+0000,Japanese See Peace on the 'Blossom Front',World,"Japanese celebrate blossoming of cherry trees, and this year the event has taken on air of national therapy against host of woes; photo (M)",4/6/2003,
6,2003-07-09T05:00:00+0000,Emboldened Hong Kong Protesters Call For Free Elections,World,The goals of the rally are likely to prove far more difficult to achieve than changing controversial security legislation.,7/9/2003,
7,2003-06-17T05:00:00+0000,Cavendish Journal; Annes of Japan Come Dreaming of Green Gables,World,"Anne of Green Gables, book written by Lucy Maud Montgomery in 1908 and published in 30 countries and in at least 17 languages, was translated into Japanese in 1952 and became overnight best seller in Japan; it continues to enchant Japanese girls and can be found in virtually every bookstore in Japan; they come by thousands every year to Prince Edward Island to visit house where Montgomery was born, and to see Anne of Green Gables Museum; dozens of Japanese couples get married at site; Canadians are somewhat bemused by Japanese attraction to cultural figure they see as bit old-fashioned; photos; map (M)",6/17/2003,
8,2003-06-01T05:00:00+0000,Putin Asks Europe to Open Borders to Russian Visitors,World,"Pres Vladimir V Putin gathers European heads of state at Konstantin Palace outside St Petersburg where he asks them to do away with visas for visiting Russians, but Europeans turn him down, fearing that unfettered visits will lead to surge in crime and illegal migration; visa problem is but one measure of new tensions in European Union-Russia relationship following union's decision to admit 10 new members, most of which were either Soviet republics or part of Communist bloc of East European nations; photo (M)",6/1/2003,
9,2003-06-09T05:00:00+0000,Hong Kong and China Near Free Trade Accord,World,"Hong Kong and mainland China expect to conclude by the end of this month a broad agreement, senior officials said today.",6/9/2003,
0,2003-05-21T05:00:00+0000,Case of Mad Cow in Canada Prompts U.S. to Ban Its Beef,World,"Mad cow disease is diagnosed in cow from unidentified ranch in Alberta, prompting US to ban imports of beef, cattle and animal feed from Canada; trading on Canadian livestock futures is suspended and stock prices of many US and Canadian meat and restaurant companies fall sharply; authorities are not sure if eight-year-old cow was imported or contracted disease in Canada, which is world's tenth largest beef producer; US accounts for 78 percent of Canadian beef exports, but they are only four percent of US beef production; cow was to be slaughtered in January when suspicious veterinarian ordered tests; Min Lyle Vanclief stresses that cow did not go into food chain; photos (M)",5/21/2003,
1,2003-06-16T05:00:00+0000,China and Hong Kong to Sign Trade Accord to Cut Tariffs,World,The pact will eliminate all tariffs on many goods and remove restrictions on trade in many services.,6/16/2003,
2,2003-07-04T05:00:00+0000,Pressure Grows on Hong Kong Chief Over Internal Security,World,"Pressure grew today on Hong Kong's chief executive, Tung Chee-hwa, to delete controversial provisions of proposed internal security legislation or shelve it entirely.",7/4/2003,
3,2003-07-03T05:00:00+0000,"As Foes of Security Laws Vow New Protest, Hong Kong's Leaders Ponder Next Move",World,"Opponents of Hong Kong government's proposed internal security laws vow to surround Legislative Council with protesters when it takes up bill next week; signs emerge of possible split among pro-government political parties over how to proceed; furor created by proposed new laws raises possibility that opposition parties could win Legislative Council elections next year, producing first pro-democracy legislature in People's Republic of China since Communists won China's civil war in 1949; struggle over security laws represents biggest political challenge to government since Britain handed over Hong Kong to China in 1997 (M)",7/3/2003,
4,2003-06-07T05:00:00+0000,Quebec Filmmaker Takes Pulse of a Generation,World,"AS Quebec's most distinguished movie director and screenwriter, Denys Arcand has etched a jagged path through life along much the same curve as his province's over its last four tumultuous decades.    The son of a riverboat pilot and a deeply religious mother, he dreamed of becoming a saint at age 12 while the Roman Catholic Church was still the dominant social force here.   ",6/7/2003,
5,2003-07-03T05:00:00+0000,Macho America Storms Europe's Runways,World,"Designers of differing styles and nationalities chose largely positive American themes for fashions shown last week in Paris and Milan; this comes at time when Europe is still deeply distrustful of America's foreign policy; designers plan their collections months in advance and rarely set out to make overt references to current events; tried-and-true symbols of American strengths and power appear at shows of Prada, Jean Paul Gaultier, Junya Watanabe and Louis Vuitton; they include virile Texas cowboy boots and broad hats and jackets with military theme; photos (M)",7/3/2003,
6,2003-04-29T05:00:00+0000,U.S.-Europe Discord Rocks the Shared Economic Boat,World,"European businesses dependent on trade with United States conclude that restoring economic growth in Europe may depend in large measure on restoring growth in US; ideas about fueling growth in Europe and in US are divergent; Europe has imposed on itself fiscal discipline so tight that it leaves little room for economic pump priming, while US is cutting taxes and running up record deficits; graph (M)",4/29/2003,
7,2003-06-09T05:00:00+0000,"As Dam on Yangtze Closes, Chinese Tally Gain and Loss",World,"China's Three Gorges Dam on Yangtze River finally closes its gates after decades of bitter debate, years of heavy construction and uprooting of 700,000 people; $25 billion megaproject's gains and perils may be forever disputed; on June 16, first commercial ships will pass through locks, heralding eventual passage of ocean vessels hundreds of miles upstream to Chongqing, booming metropolis in central China; in Aug, two initial turbines will start spinning electricity from what will be world's most colossal array of generators; downside of project is that many of those resettled up to now are already hurting for good land or jobs, and another 430,000 or more people must be moved from area before project is completed in 2009; dam has come to symbolize Chinese Communist Party's drive to conquer nature, and it is being touted as mark of great nation's arrival; history of project recalled; photos; map (L)",6/9/2003,
8,2003-06-08T05:00:00+0000,Thailand Tiptoes in Step With the American Antiterror Effort,World,"US officials say Thai Prime Min Thaksin Shinawatra, who insists publicly that his country is safely on sidelines in war against terrorism, is secretly assisting US, allowing CIA to bring Al Qaeda suspects to Bangkok for interrogation and allowing use of bases for Air Force missions; Bush administration is not pleased with quiet approach and may not ask Thaksin to White House during his upcoming unofficial visit to Washington; photo (M)",6/8/2003,
9,2003-07-01T05:00:00+0000,Hundreds of Thousands in Hong Kong Protest Security Laws,World,"The protest, the largest in Hong Kong since 1989, was spurred by the government's plans to impose stringent internal-security laws.",7/1/2003,
0,2003-04-15T05:00:00+0000,Ali Wakes Up,World,In the POW camps the Americans are practicing peace with yesterday's enemies.,4/15/2003,
1,2003-04-11T05:00:00+0000,"The War, Not Over, Now Seems Far Away for Some",World,Third Infantry Division's engineers clear antitank mines from road leading to airport outside Baghdad; photo; map (M),4/11/2003,
2,2003-07-13T05:00:00+0000,Israel Arrests Irish Bombmaker in West Bank,World,"The man, reportedly a member of the Real I.R.A., traveled to the West Bank to train Palestinians in making explosives.",7/13/2003,
3,2003-05-10T05:00:00+0000,Traders Sell Stolen Cars at Give-Away Prices,World,"US military's effort to restore order at Baghdad's open-air market for stolen government cars results in brief arrest of three suspects and near-riot by angry Kurdish traders; photo; incident is latest sobering lesson in complexity of policing in country with few enforceable laws, expanding criminal gangs and tradition of 'self-help' that includes helping onself to whatever is available (M)",5/10/2003,
4,2003-03-02T05:00:00+0000,Ireland Faces Harsh Reality About Abuse Of Alcohol,World,"Alcohol-related social problems are becoming more visible in Ireland, which until decade ago trailed other European countries in per capital alcohol consumption; Irish companies collectively lose more than $1 billion a year because of hung-over employees calling in sick; side effects like car accidents and medical care cost Irish economy another $1.5 billion; government will introduce legislation to require bars to check indentification for people 18 to 25, and some politicians suggest ban on drinking at all government functions; this and other efforts to address problem are hampered by social tolerance for alcohol abuse and perception that drinking is necessary part of being Irish (M)",3/2/2003,
5,2003-06-30T05:00:00+0000,"On Gaza's Main Road, a Wary Return to Honks and Hope",World,Israel today released direct control of almost all of Gaza's main north-south artery for the first time in 33 months of fighting.,6/30/2003,
6,2003-04-28T05:00:00+0000,Feel Like a Dance? Then This London Bar Is Not for You,World,"At the Pitcher and Piano Bar in London, you can drink and you can smoke, but, according to the law, you can't dance.",4/28/2003,
7,2003-04-29T05:00:00+0000,"London Journal; Sidle Up to the Bar, but Don't Shimmy or Shake",World,"Westminster City Council in London is sensitive to criticism it receives for forbidding dancing in bars that do not hold public entertainment licenses; one bar in London has paid more than $25,000 in fines and legal costs; council says licensing laws are intended to help control noise generated by dance-inducing music; deputy manager of one bar says it is his job to decide if customer is really dancing, or only swaying; photos (M)",4/29/2003,
8,2003-02-18T05:00:00+0000,Day 1 of London's Pay-to-Enter Plan for Cars Goes Smoothly,World,"London's bold new scheme to control traffic by charging motorists to drive into center of town starts off smoothly with no major public transportation breakdowns, no obvious technological glitches and no major outbreak of civil disobedience; traffic is far lighter than usual, perhaps because of midterm school vacation; plan requires people to pay about $8 a day to drive into eight-square-mile area during business hours; other traffic-clogged municipalities around Britain plan similar schemes if London's is deemed success; London Mayor Ken Livingstone, who has staked his political future on outcome of so-called congestion charges, says plan has until Easter to prove itself (M)",2/18/2003,
9,2003-05-07T05:00:00+0000,"G.I.'s Patrol Mosul's Daylong, and Nightlong, Gas Lines",World,"Ordinary Iraqis, facing average waits of two days to buy gas at Mosul gas stations, are eating and sleeping in cars; stations are getting only quarter of usual supplies because war disrupted supplies from region's large refinery (M)",5/7/2003,
0,2003-07-01T05:00:00+0000,"Road Changes Hands, and Gaza Traffic Flows",World,"Israel releases direct control of almost all of Gaza's main north-south road for first time in 33 months of fighting, as US-backed peace plan inches forward; photo; map (M)",7/1/2003,
1,2003-04-23T05:00:00+0000,"In Hotbed of Shiite Emotion, Clerics Jockey for Leadership",World,"Clerics jockey for leadership of Iraq's Shiite majority as fervent crowds of pilgrims continue to build in Karbala for key religious holiday; clerics share strong opposition to American role in Iraqi affairs; it is not yet clear how responsive Shiite community will be to religious hierarchy that controls mosques and provides many social services; Moqtadah al-Sadr, who is quickly becoming most visible power among Shiites, has rushed to fill void left by collapse of Pres Saddam Hussein's government, setting up administrative offices in major Shiite centers around Iraq, fielding militias to keep peace and even paying some civil servants; political maneuvering is being carried out against backdrop of emotional Shiite revival, with Shiites from across Iraq performing long-banned rituals of self-flagellation; map; diagram of Muhammad's descendants; photos (M)",4/23/2003,
2,2003-05-30T05:00:00+0000,"It May Once Have Been the Cradle of Humanity, but It's Far From Eden Today",World,"Qurna, where local legend has it that Garden of Eden once bloomed, is one of many historical sites across Iraq that fail to live up to stories that surround them; neglect under Saddam Hussein's government, war between Iran and Iraq, then recent American-led war cited as causes for city's suffering (M)",5/30/2003,
3,2003-03-30T05:00:00+0000,"A Car Bomb, Buried Bodies, U.S. Air Attacks and a Hands-On President",World,Summary of events in war in Iraq on Mar 29 (M),3/30/2003,
4,2003-04-23T05:00:00+0000,"In a Hotbed of Shiite Passion, Clerics Jockey for Leadership",World,Clergy are defining political divisions among the religious groups competing for leadership of Iraq's Shiite majority.,4/23/2003,
5,2003-02-26T05:00:00+0000,New Evidence Raises Toll in South Korea Near 200,World,Fine-grained ash has yielded evidence of the deaths of another 50 people in the fire that raged through two subway trains last week.,2/26/2003,
6,2003-03-23T05:00:00+0000,Car Bomb at Checkpoint Kills Australian Journalist and Several Kurds,World,"Car laden with explosives detonates at Kurdish military checkpoint at Girdi Go, Iraq, killing Australian television cameraman and wounding television correspondent he worked with; at least 3 Kurds are killed and 24 others injured in same blast; suicide bombing occurs at chaotic checkpoint near border with Iran; photos (M)",3/23/2003,
7,2003-05-28T05:00:00+0000,Defense Chief's Car In Minor Collision,World,"Car driven by Maria Chirinos-Medina spins out of control and hits vehicle carrying Defense Sec Donald H Rumsfeld, Washington, DC; Rumsfeld is not hurt; Chirinos-Medina, taken to hospital with minor injuries, gets ticket (S)",5/28/2003,
8,2003-03-22T05:00:00+0000,Journalist Dies as Car Explodes in Northern Iraq,World,An Australian journalist was killed and two Western journalists were injured this afternoon when a sedan exploded at a Kurdish military checkpoint here.,3/22/2003,
9,2003-05-31T05:00:00+0000,World Briefing: Asia,World,NEPAL: Prime Minister Quits Amid Protests; JAPAN: Official Resigns Over Postquake Pinball;.,5/31/2003,
0,2003-05-23T05:00:00+0000,"Alejandro DeTomaso, 74, Maker of Sports Cars, Dies",World,"Alejandro DeTomaso, whose company DeTomaso Automobili produced sports car that combined Italian flair with American horsepower, dies at age 74; photos (M)",5/23/2003,
1,2003-05-05T05:00:00+0000,"Belgrade Journal; For Partying Mobsters, the Morning After: Prison",World,"Thousands of suspected organized crime figures and war criminals have been jailed in Serbia since killing of Prime Min Zoran Djindjic on Mar 12; 45 have been charged so far, including former government officials and members of Red Berets, police unit linked to some of worst atrocities of Balkan wars; biggest fish still out of jail is Red Berets' former leader, Milorad Lukovic; outside Central Prison in Belgrade, wives, girlfriends and lawyers of suspects line up for visits; photo (M)",5/5/2003,
